Station,Station.Id,State.Code,State.Name,Network.Co,Network.Na,Elevation,Latitude,Longitude,County.Nam,County.Cod,Start.Date,End.Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station Name,Southness,Lancover_code,Landcover_detail,Koppen_code_ID,Koppen_code_name,KoppenClass,elevation prompt,southness prompt,koppen prompt,landcover prompt
Brooklyn Lake,367,WY,WYOMING,SNTL,SNOTEL,10250,41.36038,-106.23038,Albany,1,10/1/1962,1/1/2100,147.13007,7.8036,41.36050803,-106.237925,0.007546114,Brooklyn Lake,-0.864333689,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Brown Duck,368,UT,UTAH,SNTL,SNOTEL,10574,40.58102,-110.58587,Duchesne,13,10/1/1978,1/1/2100,323.4765,4.65583,40.56505968,-110.5897483,0.016424775,Brown Duck,0.992632994,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Brumley,369,CO,COLORADO,SNTL,SNOTEL,10594,39.08758,-106.54231,Lake,65,10/1/1979,1/1/2100,226.9115,3.40744,39.08779845,-106.5487695,0.006463241,Brumley,-0.198067974,90,Woody Wetlands,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has wetlands with a predominance of woody plants, including shrubs and small trees, often found in areas with periodic flooding or high water tables."
Brundage Reservoir,370,ID,IDAHO,SNTL,SNOTEL,6250,45.04315,-116.13253,Adams,3,10/1/1985,1/1/2100,194.74269,7.88043,45.0536611,-116.1227808,0.014336336,Brundage Reservoir,0.999000596,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has very high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Buck Flat,371,UT,UTAH,SNTL,SNOTEL,9409,39.134,-111.43722,Sanpete,39,10/1/1978,1/1/2100,40.14285,3.16243,39.14461619,-111.460113,0.025234731,Buck Flat,0.01596489,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Buckskin Lower,373,NV,NEVADA,SNTL,SNOTEL,6930,41.75067,-117.53182,Humboldt,13,10/1/1980,1/1/2100,352.32742,3.41825,41.75823221,-117.5526656,0.022174873,Buckskin Lower,-0.243642716,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Bug Lake,374,UT,UTAH,SNTL,SNOTEL,7987,41.68541,-111.41987,Rich,33,10/1/1978,1/1/2100,18.48696,11.79138,41.70141447,-111.3979441,0.027145708,Bug Lake,-0.654213704,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Bumping Ridge,375,WA,WASHINGTON,SNTL,SNOTEL,4610,46.81003,-121.33058,Yakima,77,10/1/1978,1/1/2100,6.58827,2.58754,46.81501103,-121.3449687,0.015226492,Bumping Ridge,0.501841663,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has very high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Bunchgrass Mdw,376,WA,WASHINGTON,SNTL,SNOTEL,5000,48.68688,-117.17633,Pend Oreille,51,10/1/1979,1/1/2100,11.9759,5.09022,48.68999643,-117.1796522,0.004555089,Bunchgrass Mdw,-0.772088466,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Burgess Junction,377,WY,WYOMING,SNTL,SNOTEL,7880,44.78765,-107.52917,Sheridan,33,10/1/1979,1/1/2100,359.94104,6.82964,44.7695724,-107.543472,0.023050967,Burgess Junction,-0.117803736,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Burro Mountain,378,CO,COLORADO,SNTL,SNOTEL,9317,39.87504,-107.59902,Rio Blanco,103,10/1/1978,1/1/2100,254.49358,12.05275,39.8832468,-107.6056409,0.010544579,Burro Mountain,0.491185553,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Butte,380,CO,COLORADO,SNTL,SNOTEL,10200,38.89435,-106.95327,Gunnison,51,10/1/1979,1/1/2100,38.48549,6.67573,38.91734523,-106.9839519,0.038342641,Butte,0.270231972,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Calvert Creek,381,MT,MONTANA,SNTL,SNOTEL,6430,45.8838,-113.32553,Deer Lodge,23,10/1/1974,1/1/2100,172.36914,7.29479,45.90592719,-113.3251801,0.022129961,Calvert Creek,-0.774543875,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has moderate elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Camp Jackson,383,UT,UTAH,SNTL,SNOTEL,8858,37.81333,-109.48723,San Juan,37,10/1/1985,1/1/2100,341.58307,9.1592,37.83780818,-109.470708,0.029532293,Camp Jackson,-0.17311942,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Canyon,384,WY,WYOMING,SNTL,SNOTEL,7870,44.71961,-110.51084,Park,29,10/1/1960,1/1/2100,9.91329,6.23092,44.71275466,-110.5275794,0.018088768,Canyon,0.046130938,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Carrot Basin,385,MT,MONTANA,SNTL,SNOTEL,9000,44.96192,-111.29403,Gallatin,31,10/1/1966,1/1/2100,142.78101,8.75276,44.94002562,-111.2736063,0.029941492,Carrot Basin,-0.100080782,52,Shrub_Scrub,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Cascade 2,387,CO,COLORADO,SNTL,SNOTEL,9012,37.65751,-107.80287,San Juan,111,9/30/1990,1/1/2100,235.27156,5.75313,37.66735496,-107.7921476,0.014556526,Cascade #2,0.475293958,43,Mixed Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests characterized by a combination of both evergreen and deciduous trees, often found in temperate regions with moderate climates."
Cascade Summit,388,OR,OREGON,SNTL,SNOTEL,5100,43.59042,-122.0601,Deschutes,17,10/1/1979,1/1/2100,27.46285,21.96933,43.57639987,-122.0909956,0.033927873,Cascade Summit,-0.015019215,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Casper Mtn,389,WY,WYOMING,SNTL,SNOTEL,7920,42.73362,-106.31789,Natrona,25,1/1/1962,1/1/2100,14.05283,12.68869,42.72413378,-106.3000939,0.020166518,Casper Mtn,0.010278143,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Castle Valley,390,UT,UTAH,SNTL,SNOTEL,9607,37.66098,-112.74093,Iron,21,6/21/1980,1/1/2100,137.1362,2.69243,37.66735496,-112.76566,0.025538422,Castle Valley,0.199322423,43,Mixed Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests characterized by a combination of both evergreen and deciduous trees, often found in temperate regions with moderate climates."
Cedar Pass,391,CA,CALIFORNIA,SNTL,SNOTEL,7030,41.58233,-120.3025,Modoc,49,10/1/1977,1/1/2100,296.32098,2.97196,41.58777899,-120.2880974,0.015398949,Cedar Pass,0.089607164,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Chalk Creek 1,392,UT,UTAH,SNTL,SNOTEL,9171,40.85464,-111.04765,Summit,43,10/1/1978,1/1/2100,5.04417,7.14145,40.84914837,-111.0249306,0.023373641,Chalk Creek #1,0.24648096,43,Mixed Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests characterized by a combination of both evergreen and deciduous trees, often found in temperate regions with moderate climates."
